correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template,image_path
1,This video does not feature ceo,This video does not feature failure,This video features failure,"This video features failure, but not blackberry",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9692.mp4
3,"This video features woman, but not truck",This video features woman,This video does not feature man,"This video features truck, but not woman",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8420.mp4
0,This video does not feature sports,This video does not feature woman,"This video features sports, but not news",This video features sports,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9882.mp4
0,This video features truck and men,"This video features car, but not men",This video does not feature truck,This video features car,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9354.mp4
1,This video features baking,This video features boy band and concert performance,"This video features baking, but not concert performance",This video does not feature boy band,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9519.mp4
2,This video does not feature testing,This video features fear,This video features testing and high place,"This video features fear, but not high place",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8945.mp4
0,"This video features eating, but not soup","This video features soup, but not eating",This video does not feature shrimp,This video features soup,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9309.mp4
2,This video features defeat,"This video features defeat, but not celebration","This video features celebration, but not defeat",This video does not feature soccer,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8476.mp4
0,"This video features celebrities, but not accident","This video features accident, but not celebrities",This video does not feature red carpet,This video features accident,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9329.mp4
3,This video does not feature drinking,This video features baking,"This video features baking, but not recipe",This video does not feature baking,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8685.mp4
2,This video features frying,This video does not feature slicing,This video features slicing and potato,"This video features frying, but not potato",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7966.mp4
2,This video features consoling,"This video features consoling, but not match","This video features match, but not consoling",This video does not feature wrestling,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8443.mp4
3,This video features meat,"This video features meat, but not woman",This video does not feature vegetables,This video features vegetables and woman,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8498.mp4
2,This video does not feature wrestling,This video features soccer,This video does not feature soccer,"This video features soccer, but not interview",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9020.mp4
1,This video does not feature hugging,This video features hugging and couple,"This video features fight, but not couple",This video features fight,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8442.mp4
1,This video does not feature flirting,"This video features smiling, but not no door",This video features no door,"This video features no door, but not smiling",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9012.mp4
1,This video does not feature will smith,This video does not feature argument,This video features argument,"This video features argument, but not conversation",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9230.mp4
0,"This video features guitar, but not piano",This video does not feature person,This video features piano,"This video features piano, but not guitar",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7545.mp4
3,This video features pins,This video does not feature magnets,"This video features pins, but not creating",This video does not feature pins,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7560.mp4
3,This video does not feature talking,"This video features friendship, but not interrogation",This video features friendship,This video features talking and interrogation,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8808.mp4
2,This video features woman,This video does not feature man,This video features man and singer,"This video features woman, but not singer",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9600.mp4
1,This video features dance,This video does not feature dance,This video does not feature drawing,"This video features dance, but not women",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7462.mp4
1,"This video features fighting, but not quotes","This video features quotes, but not fighting",This video does not feature anime characters,This video features fighting,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7581.mp4
3,This video does not feature family,"This video features computer, but not conversation",This video features computer,This video does not feature computer,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7825.mp4
1,"This video features video games, but not trailers",This video does not feature video games,This video does not feature movies,This video features video games,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9804.mp4
3,This video does not feature kayaking,This video features swimming,"This video features swimming, but not river",This video features kayaking and river,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9831.mp4
3,This video does not feature egg,"This video features bicycle, but not walking on eggs",This video features bicycle,This video features egg and walking on eggs,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7688.mp4
2,This video does not feature protest,"This video features police, but not midwives","This video features midwives, but not police",This video features police,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7827.mp4
